c0,c1,c2,c3,c4,c5,c6,c7,c8
N,O,1990471.0,3891.0,5850180.68,5575578.7644,5796759.268088,6.69,143
N,O,224800.0,24838.0,37550279.85,35653019.2658,37084203.50299,48.35,961
N,O,154530.0,16551.0,24855903.57,23580228.5936,24525073.25066,32.16,642
N,O,43881.0,7031.0,10564082.45,10012388.2096,10418672.686531,15.13,290
N,O,506146.0,7627.0,11415583.98,10817340.0222,11226238.027768,15.66,301
N,O,888535.0,1632.0,2523680.05,2401083.8173,2499210.490098,3.12,61
N,O,888536.0,23620.0,35467532.27,33765646.6318,35135940.316545,44.26,904
N,O,1745395.0,6588.0,10080070.87,9600372.2618,9967127.757911,12.32,251
N,O,1745396.0,19881.0,29929648.27,28520710.9932,29675613.735657,35.48,752
N,O,2087259.0,2227.0,3332024.0,3169807.2801,3301358.599557,4.17,86
N,O,2197265.0,17561.0,26139429.5,24895762.2022,25936212.215961,31.47,659
N,O,2576123.0,15061.0,22327150.48,21166460.8879,22025921.025379,31.34,602
N,O,2630179.0,6483.0,9744423.64,9274011.1111,9641912.27727,10.97,239
N,O,2899539.0,8827.0,13275681.78,12605716.4471,13131123.256233,16.74,331
N,O,880376.0,22553.0,33635798.04,31884582.0347,33127301.35967,45.75,901
N,O,880377.0,3609.0,5407341.84,5155660.8975,5360356.569351,6.42,137
N,O,1687831.0,22253.0,33753464.22,32063031.6965,33311327.616073,41.65,834
N,O,2223325.0,9948.0,14916759.15,14179966.2545,14772255.527494,19.39,393
N,O,2884930.0,1887.0,2797657.26,2653007.1509,2758916.24629,3.71,71
N,O,804680.0,18715.0,27975029.82,26628519.2009,27707941.133435,34.54,714
N,O,1201398.0,22080.0,33448189.45,31732432.545,33015063.312645,43.66,855
N,O,1366534.0,6687.0,10096475.94,9597480.1179,9981931.824899,13.46,269
N,O,1437300.0,11435.0,16959891.17,16163315.0649,16847632.921419,21.12,440
N,O,1885994.0,14913.0,22446356.95,21351785.0133,22256246.030098,29.35,583
N,O,2041115.0,12149.0,18270785.46,17396324.0217,18119293.885872,23.12,474
N,O,2314438.0,1534.0,2325719.44,2206965.3171,2288953.116771,3.16,63
N,O,2314439.0,21328.0,31799056.02,30207893.7699,31411794.634943,41.17,845
N,O,2333530.0,21071.0,31723638.64,30119829.1145,31288533.899029,41.21,833
N,O,2359148.0,28071.0,41660541.71,39512927.1184,41120909.45017,54.59,1078
N,O,2566431.0,22093.0,33334030.71,31671080.7152,32921053.464165,43.63,874
N,O,803172.0,23877.0,36165594.4,34310839.3165,35714157.519149,47.46,922
N,O,847332.0,16815.0,25133744.2,23864381.6357,24871239.757738,32.99,659
N,O,882603.0,13996.0,20972301.27,19940303.7347,20714931.171825,26.2,530
N,O,936824.0,2072.0,3095381.69,2945333.3873,3081749.103219,4.02,83
N,O,1531729.0,852.0,1307641.73,1239153.1627,1288008.285343,1.36,29
N,O,1645415.0,3717.0,5757297.6,5460328.7509,5690051.886823,7.2,147
N,O,1990472.0,21538.0,32377770.07,30762451.8723,31964565.74282,40.98,830
N,O,2177460.0,11494.0,17287626.93,16414971.9339,17059875.737598,22.18,440
N,O,2413494.0,4012.0,6021006.57,5726176.4942,5954645.649634,7.99,162
N,O,2521374.0,23649.0,34955090.52,33297476.4383,34608750.434321,44.95,918
N,O,2566037.0,15172.0,22473493.8,21372592.7531,22199833.66245,28.59,593
N,O,2603226.0,2805.0,4192936.65,3994538.4626,4157648.812567,5.54,109
N,O,306484.0,21441.0,32291162.45,30802585.5026,32035653.091756,39.17,848
N,O,984731.0,7575.0,11158861.42,10603157.9917,11029295.833393,15.49,307
N,O,1338257.0,20033.0,29948049.23,28486379.8051,29632410.68309,39.17,796
N,O,1338299.0,20025.0,30412050.94,28888176.7248,30075531.769224,38.35,758
N,O,2231904.0,2408.0,3661032.3,3482020.9305,3617318.537155,5.02,101
N,O,2497820.0,2090.0,3138085.03,2978890.3251,3102544.769801,4.42,85
N,O,2540839.0,8271.0,12585502.54,11947492.3386,12429337.702992,15.4,301
N,O,608744.0,15620.0,23338966.28,22249373.9458,23175520.995678,30.96,635
N,O,659809.0,10652.0,16168982.7,15380323.9688,16003370.623946,20.64,422
N,O,1148413.0,5921.0,9032169.09,8574473.712,8934346.778748,12.13,237
N,O,1452798.0,17450.0,26026443.62,24661330.4517,25613328.600087,36.04,683
N,O,1514363.0,12413.0,18358782.65,17441329.6861,18155358.387636,24.55,476
N,O,1970368.0,10443.0,15807489.95,15005509.3504,15632547.107869,21.4,414
N,O,2282110.0,16034.0,23978418.48,22744370.3614,23687929.877881,32.08,628
N,O,2576952.0,20065.0,30227619.47,28713716.2933,29833381.148571,40.55,803
N,O,47009.0,14643.0,22298092.29,21174109.0023,22012434.950124,29.26,576
N,O,68334.0,3350.0,5190027.51,4919162.7035,5109270.316044,7.0,132
N,O,535181.0,25448.0,38471429.64,36506325.1454,37972524.713583,50.75,979
N,O,722672.0,20666.0,31059036.02,29467857.7321,30682660.359021,41.57,817
N,O,2749879.0,16173.0,24417994.11,23157669.3122,24044871.240597,31.98,628
N,O,337660.0,24595.0,36766099.82,34907229.479,36220645.328848,50.29,1002
N,O,436722.0,3271.0,4974644.87,4694108.1306,4867976.666572,7.86,140
N,O,702659.0,15558.0,23190682.71,21991569.4393,22875159.035966,31.98,606
N,O,1063531.0,24987.0,38069279.21,36126408.3102,37488538.004561,50.92,996
N,O,1126174.0,18822.0,28204586.88,26804123.0367,27800238.392895,36.77,732
N,O,1156343.0,14628.0,22402491.62,21272830.1284,22157624.308326,29.29,575
N,O,1250843.0,25572.0,38507428.12,36494802.337,37988670.518423,52.76,998
N,O,1296038.0,8841.0,13251120.79,12548516.0337,13024336.832132,18.81,355
N,O,1296039.0,16061.0,24039882.26,22820029.9013,23703260.159211,31.15,612
N,O,1652427.0,3475.0,5247270.03,4963835.3891,5157883.472131,7.34,143
N,O,2054535.0,27049.0,41045484.62,38991792.362,40570650.668297,52.95,1072
N,O,2578447.0,12129.0,18503242.89,17595457.1411,18295425.43495,24.41,490
N,O,2578448.0,11218.0,17146085.18,16298566.4696,16964219.514248,22.6,444
N,O,2902318.0,1763.0,2529919.02,2385389.2147,2490070.143463,3.78,70
N,O,256167.0,5788.0,8764383.33,8311211.9929,8626667.192038,11.82,227
N,O,335306.0,3216.0,4755653.96,4499109.0749,4665555.641265,7.26,132
N,O,567582.0,26367.0,39465978.32,37524797.7262,39011430.124842,51.15,1041
N,O,1086913.0,20905.0,31564602.94,29984512.9661,31140024.661857,40.54,808
N,O,1443992.0,434.0,681564.69,648062.0094,672977.003208,1.01,21
N,O,1942076.0,21502.0,32667223.28,31055590.8512,32291581.718625,41.08,816
N,O,2003971.0,14407.0,21697026.04,20629644.3535,21487611.634762,27.42,544
N,O,2454647.0,2647.0,3996245.88,3797587.1211,3939136.556658,4.82,103
N,O,29863.0,14161.0,21413325.12,20337695.598,21142384.47768,28.5,555
N,O,688974.0,4606.0,6962687.95,6612366.832,6906978.943735,9.38,183
N,O,924739.0,8156.0,12155273.92,11523763.0894,11977584.597722,16.09,317
N,O,1854915.0,23179.0,34703433.4,32886499.5242,34223640.360893,46.41,885
N,O,2572057.0,12763.0,18928822.86,17968764.7688,18700979.617116,24.63,493
N,O,341237.0,9983.0,14983887.88,14254028.7952,14819425.108996,18.58,375
N,O,341238.0,17702.0,26396240.12,25047318.7389,26086661.304203,34.76,696
N,O,380975.0,11668.0,17373657.87,16514389.3376,17171455.263996,22.22,451
N,O,861215.0,13142.0,19758422.13,18806126.5007,19551279.454787,25.03,507
N,O,943880.0,14261.0,21256254.78,20138205.5237,20908503.396495,28.57,556
N,O,1365588.0,21191.0,31387706.09,29795600.6326,30949789.525778,42.29,846
N,O,1652334.0,22346.0,33226010.95,31528660.2726,32795915.325945,44.78,875
N,O,1817009.0,14463.0,21582450.82,20479597.6932,21340658.433994,29.36,576
N,O,2158880.0,9662.0,14401148.04,13681053.1743,14171411.036521,18.84,373
N,O,2467618.0,3295.0,4901438.17,4671316.9044,4852015.267804,6.62,136
N,O,2476905.0,11211.0,16848642.52,16013043.5241,16631877.276821,21.65,428
N,O,2832574.0,4126.0,6173631.02,5863742.6292,6108984.204405,7.32,146
N,O,2893859.0,21656.0,33039524.27,31422803.6144,32676959.23108,40.03,823
N,O,352820.0,21220.0,32316161.88,30730543.7311,31997780.097972,39.83,820
N,O,382700.0,12261.0,18402875.92,17487370.7215,18158099.801787,23.01,462
N,O,607888.0,11979.0,18084740.93,17134284.5207,17807508.641432,25.73,485
N,O,672608.0,1492.0,2163128.38,2054243.1136,2128805.325397,2.64,54
N,O,1135942.0,21006.0,31535822.93,29963856.5483,31192103.829669,43.86,868
N,O,1188762.0,9768.0,14933542.42,14183412.8325,14760212.09945,19.29,378
N,O,1247162.0,16075.0,24040595.72,22835127.2856,23728976.500351,30.82,614
N,O,440450.0,15579.0,23172282.45,22009881.4076,22904317.348689,31.89,624
N,O,1355693.0,13155.0,19809017.43,18838136.6309,19562211.824392,24.52,499
N,O,1918844.0,22248.0,33440947.1,31684525.2948,32907860.18917,44.81,855
N,O,2087260.0,21870.0,33076620.17,31461193.6032,32688760.852091,42.89,859
N,O,2203897.0,15073.0,22449850.91,21337357.0813,22204721.305144,30.17,610
N,O,141337.0,6293.0,9365967.54,8933323.0226,9307514.730975,11.54,245
N,O,467552.0,19558.0,28881255.46,27503390.9469,28586738.340217,37.42,778
N,O,540603.0,22247.0,33206275.39,31563815.9208,32853494.082804,42.7,875
N,O,540604.0,3816.0,5689081.78,5389045.7658,5619137.693855,7.28,150
N,O,1190297.0,12854.0,19541989.82,18595308.2357,19307916.624907,23.55,490
N,O,1870853.0,7326.0,10890395.42,10341361.7724,10751861.026703,14.13,295
N,O,2047337.0,8019.0,11994335.51,11349791.9687,11808440.454953,17.03,326
N,O,2436442.0,16238.0,24310210.63,23106353.4557,24033220.304365,31.75,649
N,O,2781556.0,15228.0,23288460.71,22138208.5077,22993929.29556,30.26,610
N,O,1361165.0,14240.0,21469812.6,20396119.4043,21179754.746635,27.29,552
N,O,1472285.0,2506.0,3790187.66,3607183.7362,3743972.411328,4.68,95
N,O,1969347.0,18557.0,28058930.31,26682690.8411,27753299.25815,36.57,749
N,O,2139282.0,1869.0,2815645.48,2684019.9871,2790709.895392,3.66,73
N,O,2309705.0,24322.0,36355686.81,34632634.0868,35980866.12129,46.07,954
N,O,2359147.0,866.0,1264878.18,1192156.4454,1240518.496317,1.64,31
N,O,1645416.0,22448.0,33655274.25,31987951.3259,33301437.256091,44.8,902
N,O,1946600.0,23699.0,35147262.52,33390288.4652,34756804.040259,46.77,937
N,O,2413454.0,22027.0,32767335.0,31161041.0404,32418620.478694,42.6,860
N,O,2413455.0,3647.0,5421766.87,5146837.7121,5338703.388383,7.64,152
N,O,2523912.0,12334.0,18268881.07,17333257.6759,18029428.161738,25.1,503
N,O,2878376.0,5442.0,8055259.0,7631404.0436,7950752.788253,10.65,215
N,O,327217.0,8769.0,13160036.71,12525782.49,13001433.724139,16.94,342
N,O,477820.0,15827.0,23762535.17,22510029.5662,23424905.169779,30.84,599
N,O,874406.0,23917.0,36204541.49,34424241.7093,35802122.920331,46.77,941
N,O,1228462.0,7643.0,11461179.43,10903183.7177,11333167.448801,15.2,311
N,O,1594302.0,11802.0,17934341.98,17039469.174,17766120.702303,23.52,463
N,O,154531.0,9569.0,14145791.5,13454705.6918,14000246.723422,18.3,369
N,O,224801.0,185.0,259367.06,249688.1343,257654.69278,0.38,8
N,O,232621.0,3079.0,4604472.34,4396704.0704,4584031.839319,6.39,132
N,O,546191.0,22801.0,34932314.1,33213112.5895,34520083.878702,43.47,896
N,O,1001928.0,22681.0,34304211.94,32551422.0787,33840096.405025,44.28,876
N,O,1667548.0,18646.0,27960395.1,26489285.4706,27532729.538411,38.77,758
N,O,1667549.0,5602.0,8339006.39,7940809.6861,8260931.844081,11.12,226
N,O,1875166.0,18293.0,27264547.82,25966790.9536,26999384.556279,34.64,714
N,O,2005956.0,7141.0,10787926.69,10219686.0003,10612727.035143,14.72,282
N,O,2046873.0,22774.0,34065391.68,32347899.0203,33588870.241045,44.58,899
N,O,2203896.0,8908.0,13117386.67,12452852.05,12945469.023607,17.08,339
N,O,2606334.0,23934.0,35742221.69,33893613.3627,35247511.225277,47.02,927
N,O,2630178.0,20274.0,30638419.25,29155488.6766,30315194.505404,39.79,802
N,O,2899540.0,16525.0,24839876.76,23617561.8535,24585835.350175,31.48,646
N,O,819731.0,21171.0,32163323.29,30533176.3562,31804921.68702,42.54,837
N,O,1232347.0,7030.0,10461294.91,9912524.2427,10305211.955807,13.53,269
N,O,1669913.0,19831.0,29745472.59,28219898.2018,29373116.006947,38.62,750
N,O,1684541.0,6375.0,9471875.14,8980690.2259,9292551.409311,12.66,243
N,O,1870852.0,18372.0,27436329.65,26014766.7195,27068614.740755,36.73,735
N,O,2011773.0,23955.0,35532256.32,33699147.1118,35050539.921953,47.96,957
N,O,2781557.0,9184.0,13850174.58,13139023.6289,13680877.955697,17.81,344
N,O,2857199.0,19969.0,29903288.18,28477447.7184,29649428.090273,37.59,791
N,O,562858.0,4069.0,6179691.7,5897125.3564,6143833.548154,7.71,164
N,O,784028.0,963.0,1546757.52,1485299.3197,1546719.419987,1.94,44
N,O,1201397.0,4788.0,7260637.4,6894271.3223,7198587.537103,9.14,188
N,O,1580731.0,22112.0,32891066.76,31253815.4901,32483402.990709,43.56,866
N,O,1885995.0,9427.0,14196212.42,13485640.408,14057768.748506,18.45,376
N,O,1969302.0,22036.0,32757639.24,31098393.4455,32326477.636755,42.51,864
N,O,2041116.0,14582.0,21987998.78,20904545.3816,21722492.08813,29.36,589
N,O,141763.0,18395.0,27575984.25,26214449.7906,27268788.622503,35.54,718
N,O,768718.0,23259.0,34999923.45,33170664.5206,34515098.030298,47.27,919
N,O,232620.0,19608.0,29376570.45,27811782.9759,28877064.89389,40.14,767
N,O,635080.0,3138.0,4818086.42,4558129.674,4714963.186627,6.81,130
N,O,1001929.0,3548.0,5229868.49,4970705.783,5187378.530007,6.53,135
N,O,2046872.0,88.0,156835.69,149316.3199,158224.75479,0.18,4
N,O,125399.0,6711.0,10081161.25,9576952.1597,9925960.977914,12.95,257
N,O,616857.0,2658.0,3947629.73,3763543.0183,3905609.971824,5.54,117
N,O,1030228.0,22069.0,33003991.75,31351947.7215,32577728.09783,42.89,857
N,O,2100869.0,6647.0,9952082.24,9459749.9315,9857680.751602,12.84,261
N,O,2884931.0,24744.0,37361859.69,35532371.526,36949979.371288,47.02,962
N,O,186022.0,18911.0,28537844.72,27136613.6318,28235844.538989,35.13,716
N,O,884798.0,14084.0,21468122.43,20327116.999,21169584.618784,29.12,557
N,O,1306240.0,23404.0,35054330.89,33266010.8653,34572519.580345,47.77,936
N,O,1437299.0,15999.0,24164458.96,22966726.93,23878277.020149,32.15,629
N,O,1472286.0,23203.0,34626724.93,32867871.4937,34156119.845562,46.99,918
N,O,1580730.0,2555.0,3786372.71,3623917.145,3763343.051745,4.45,99
N,O,1791403.0,3408.0,5147137.28,4891724.8343,5084666.079556,6.33,123
N,O,1944709.0,16572.0,24666423.1,23442707.9488,24377681.765707,32.96,665
N,O,2109385.0,1070.0,1636687.68,1556809.4387,1619425.187753,2.04,42
N,O,2139283.0,22387.0,33523846.97,31808792.0878,33044055.913187,44.87,887
N,O,2283558.0,14733.0,22318865.34,21180584.9741,22047187.015031,28.24,567
N,O,2696704.0,641.0,1044096.53,980168.2121,1021678.357656,1.66,28
N,O,2827054.0,4205.0,6383302.12,6044156.4435,6287100.409833,9.33,178
N,O,463937.0,851.0,1354571.45,1283224.4645,1327052.919071,1.94,33
N,O,732953.0,23220.0,34713600.89,32990616.9791,34290549.45171,43.81,907
N,O,882604.0,12219.0,18249840.23,17353420.2581,18005336.717829,23.97,489
N,O,2523913.0,12047.0,18072527.95,17152972.5158,17817379.849215,24.71,495
N,O,2668815.0,3590.0,5569018.58,5316893.7428,5539111.568092,6.35,140
N,O,2835514.0,3603.0,5400725.63,5117688.1424,5320893.18539,7.66,147
N,O,446268.0,5324.0,7887226.98,7461357.1355,7745922.815239,10.55,201
N,O,874405.0,193.0,281296.41,267120.7791,280106.936963,0.57,12
N,O,1027315.0,22067.0,33132912.31,31514237.5047,32800057.231283,41.63,857
N,O,1228463.0,16899.0,25366082.89,24078029.8459,25054196.366283,34.3,680
N,O,1369768.0,13011.0,19563226.02,18607720.0386,19399387.202559,24.15,495
N,O,1900112.0,22615.0,33838916.17,32155598.7425,33403663.43332,44.39,884
N,O,2781756.0,22757.0,33950668.15,32289143.1753,33569858.927529,43.95,889
N,O,2832878.0,15080.0,22661338.91,21555421.8064,22449880.817075,28.88,599
N,O,99963.0,22910.0,34351516.76,32669254.8454,33926238.655387,43.65,883
N,O,938107.0,24171.0,36840790.8,34934526.1788,36390506.920861,49.13,964
N,O,938108.0,1989.0,2971717.12,2822960.8742,2918563.869564,3.9,81
N,O,1880179.0,2756.0,3945129.88,3742370.7243,3904799.202216,5.8,116
N,O,1934187.0,26917.0,40506413.84,38490303.0953,40007467.726972,51.63,1039
N,O,1970369.0,14712.0,22277513.23,21215707.5649,22083973.097998,28.29,590
N,O,2267779.0,5771.0,8861377.59,8397733.7129,8746867.122733,10.69,207
N,O,492592.0,1546.0,2156696.15,2038339.7838,2122224.147434,3.68,64
N,O,729681.0,24925.0,37024727.08,35159020.9219,36586860.028849,49.45,987
N,O,34326.0,6517.0,9777722.42,9233135.1125,9621228.034919,13.92,265
N,O,502738.0,2244.0,3208560.3,3058083.6953,3170799.766746,3.86,84
N,O,746398.0,12426.0,18745680.17,17787279.4256,18529545.383429,23.48,468
N,O,837271.0,4425.0,6361674.77,6022150.8744,6271678.424942,8.75,166
N,O,1176269.0,14419.0,21588614.36,20525743.3965,21373511.040031,27.71,564
N,O,1215807.0,5520.0,8188251.25,7788544.4287,8079869.332399,11.4,221
N,O,1384867.0,10949.0,16280780.62,15441920.4773,16032382.157101,21.62,432
N,O,1887474.0,14595.0,22135443.47,21005178.0648,21844042.229478,27.29,542
N,O,2114998.0,17927.0,26745180.64,25462937.0453,26517106.353996,32.87,690
N,O,2301813.0,15769.0,23149380.61,21980936.0819,22857632.528719,29.65,595
N,O,2301814.0,11762.0,17494864.16,16648287.7491,17325996.588194,22.12,458
N,O,50946.0,10427.0,15798904.62,14979028.5748,15624650.866616,20.55,405
N,O,256199.0,18669.0,27669813.56,26324953.3335,27342572.855033,35.27,708
N,O,338008.0,14112.0,21168370.43,20096908.2845,20892839.524665,29.77,567
N,O,396444.0,6821.0,10064578.54,9531371.1654,9888591.095749,14.04,269
N,O,418246.0,20613.0,30978193.33,29414616.4336,30614731.802375,41.02,812
N,O,1169415.0,16046.0,24471342.02,23267894.0046,24200569.422379,30.47,628
N,O,1340976.0,9289.0,13780464.43,13106919.7761,13649809.783087,18.42,373
N,O,1443993.0,24909.0,37230491.8,35426950.0144,36858225.49542,47.02,961
N,O,1458487.0,24679.0,37375145.24,35509746.0975,36925961.146761,47.37,945
N,O,1667344.0,14658.0,22230567.35,21096790.7186,21991891.509396,28.79,568
N,O,2000799.0,16070.0,24091012.48,22892781.3625,23833711.96974,31.5,631
N,O,2141011.0,12149.0,17938159.82,17038968.7348,17708732.174227,23.22,480
N,O,2151194.0,14283.0,21444862.0,20340562.3945,21182868.005813,28.22,556
N,O,2283117.0,2794.0,4068187.05,3872441.6791,4025777.147187,6.13,123
N,O,2378844.0,3875.0,5532664.91,5260808.8519,5487102.363725,7.23,150
N,O,2428078.0,1580.0,2372858.98,2252113.4156,2339608.371039,3.1,63
N,O,2679424.0,13082.0,19744837.55,18730067.4319,19506712.491977,25.49,502
N,O,29864.0,12192.0,18372331.45,17443507.4108,18095062.320017,24.55,481
N,O,844161.0,16757.0,24576483.63,23344355.064,24261617.297411,32.93,663
N,O,844162.0,7617.0,11466999.98,10858505.9716,11291680.521702,15.85,311
N,O,1586831.0,1244.0,1912927.79,1835340.9803,1907771.535056,1.94,46
N,O,1833143.0,7425.0,11131069.54,10587235.8447,11025199.688189,15.09,300
N,O,2200563.0,4151.0,6291027.82,5967383.5483,6193831.138806,8.05,161
N,O,2760034.0,6602.0,9906010.95,9433114.4282,9808994.750271,13.35,274
N,O,67185.0,23293.0,35438923.81,33699759.0256,35016614.027519,44.66,904
N,O,570175.0,14557.0,21598473.15,20493929.6746,21295104.705192,28.14,547
N,O,805666.0,4010.0,6121656.46,5846418.0375,6056663.217389,7.09,150
N,O,1365587.0,4232.0,6354909.09,6025487.7358,6275425.154134,9.22,173
N,O,1379806.0,6099.0,9123276.4,8649078.0131,9044208.209487,12.55,244
N,O,1756616.0,16729.0,25196271.35,23917066.6761,24900956.341144,34.12,679
N,O,1879340.0,7753.0,11892924.61,11318673.9927,11798316.527352,13.89,291
N,O,2006010.0,10989.0,16229141.46,15427995.0234,16019408.195822,22.35,449
N,O,2246965.0,8021.0,12052931.99,11423073.36,11897610.718648,15.62,314
N,O,2744495.0,14847.0,22413212.19,21309439.1024,22141897.098743,28.83,579
N,O,2753574.0,20874.0,31283640.37,29694932.5711,30870472.893729,42.17,836
N,O,352821.0,6343.0,9562688.01,9069672.9291,9442618.280229,13.57,256
N,O,527812.0,14300.0,21057086.51,19983843.2341,20789777.814403,28.65,547
N,O,649075.0,11546.0,17432639.07,16557366.4773,17208493.686577,22.59,446
N,O,718202.0,20918.0,31483576.14,30033358.0268,31229622.655702,39.82,832
N,O,810004.0,20246.0,30358973.14,28799827.0858,29971928.091008,42.11,812
N,O,1081348.0,5065.0,7553861.29,7197276.7161,7517328.720659,8.65,189
N,O,1639592.0,12999.0,19633799.67,18646298.2909,19367805.952441,26.02,509
N,O,1798280.0,19177.0,28297793.07,26850678.946,27953415.182918,37.04,708
N,O,1927848.0,24942.0,37322242.96,35409706.6949,36825871.221828,49.65,987
N,O,1962885.0,24078.0,35773441.21,33928364.8738,35290256.697863,47.1,945
N,O,2667614.0,3618.0,5582281.85,5272277.8883,5479559.156729,7.57,146
N,O,85234.0,4205.0,6210758.41,5930046.5563,6138105.815463,7.65,166
N,O,157262.0,19422.0,28882768.63,27468951.9961,28588387.414156,36.78,758
N,O,310949.0,2925.0,4386368.86,4178353.1342,4322795.928878,5.47,120
N,O,541423.0,2075.0,3190833.9,3045917.6741,3180112.43409,3.64,78
N,O,593989.0,12001.0,18241716.02,17313052.3313,17960886.289893,23.41,463
N,O,684983.0,15079.0,22461268.34,21329047.7957,22208923.29306,28.23,560
N,O,1276896.0,14493.0,21711088.31,20613382.3388,21388401.964775,29.15,568
N,O,1445264.0,18247.0,27369500.43,26005495.795,27044260.6254,36.82,728
N,O,1547661.0,23770.0,35572948.38,33810925.2992,35192502.484972,46.45,948
N,O,1772197.0,12176.0,17979166.05,17072242.2432,17726742.856403,23.92,477
N,O,1941513.0,13235.0,19899529.9,18960775.9862,19708893.341682,24.7,511
N,O,1941514.0,12597.0,18726809.42,17742569.8131,18461388.433844,27.07,519
N,O,1968728.0,6608.0,10015986.52,9536657.2638,9937190.852652,12.31,250
N,O,2383247.0,18186.0,27234671.66,25808822.3014,26901569.648126,38.42,723
N,O,159821.0,24420.0,36872393.37,35103862.777,36518310.610349,45.3,924
N,O,384765.0,14149.0,21054447.56,20056176.9118,20846512.428092,25.13,532
N,O,555242.0,13216.0,19898563.89,18898987.7424,19643791.186959,26.03,524
N,O,648384.0,18257.0,27249769.47,25835195.1206,26868322.118027,38.31,748
N,O,1051625.0,7920.0,12167302.47,11557161.4336,12013767.916041,15.41,314
N,O,1461904.0,13692.0,20652686.66,19581538.5664,20399930.682968,27.14,528
N,O,1963621.0,17906.0,26678123.59,25383645.7562,26401685.858485,34.03,698
N,O,2512442.0,8199.0,12609427.6,11953336.5359,12415403.586516,16.25,313
N,O,45902.0,12616.0,18892603.4,17901185.2525,18596688.976876,24.93,483
N,O,89604.0,5082.0,7575314.64,7168446.6594,7452169.863124,10.35,204
N,O,189951.0,22146.0,33200905.47,31554161.0572,32864686.309455,44.5,885
N,O,895571.0,16904.0,25443100.64,24169703.6586,25156454.965098,33.94,682
N,O,1097260.0,28019.0,42184295.31,40009485.1153,41634436.75836,56.51,1094
N,O,1932591.0,26901.0,40561745.72,38578502.2748,40129376.261924,51.19,1038
N,O,2122792.0,7752.0,11790373.34,11209530.3151,11656087.664402,15.48,322
N,O,2253177.0,23794.0,35604035.06,33872288.0757,35241680.446602,45.23,924
N,O,2441263.0,25119.0,37603180.69,35694522.4394,37132920.206449,49.56,983
N,O,2576648.0,16328.0,24568194.12,23358611.033,24296154.149884,31.82,633
N,O,42850.0,1184.0,1703107.39,1611114.3169,1666617.752744,2.58,49
N,O,185508.0,5177.0,7959939.16,7549445.6127,7879377.471782,10.79,213
N,O,778596.0,5498.0,8186559.58,7761465.9453,8070955.805798,11.67,230
N,O,795748.0,2982.0,4353160.06,4147625.6788,4312729.407814,5.46,116
N,O,1044827.0,15507.0,23435337.39,22268560.5736,23111009.186035,31.53,637
N,O,1044828.0,7359.0,11036831.45,10505573.7286,10910277.036111,13.66,276
N,O,1249997.0,1450.0,2149278.61,2034985.0177,2132934.586676,2.94,53
N,O,1413999.0,10191.0,15443830.44,14694113.1454,15289827.80617,19.84,403
N,O,1467624.0,4064.0,5994205.59,5676274.011,5867731.777978,8.1,152
N,O,1701094.0,20354.0,30651164.78,29189982.1055,30336901.269906,38.59,806
N,O,1903166.0,21680.0,32894135.08,31163337.6304,32390959.024438,42.84,831
N,O,2137080.0,6909.0,10280198.79,9708156.6509,10070187.370772,13.89,259
N,O,2314071.0,16678.0,25124242.02,23823776.7335,24760597.43247,34.03,658
N,O,2698568.0,20297.0,30506606.87,29053852.6038,30166439.838582,40.07,813
N,O,2535749.0,18002.0,26895363.05,25550449.0284,26573851.726491,35.05,704
N,O,2706619.0,21278.0,31843057.66,30213532.0753,31495229.793375,42.52,837
N,O,92786.0,8687.0,12766315.48,12123434.7657,12631967.106586,16.86,337
N,O,201207.0,8120.0,12206931.83,11580476.5339,12058554.945054,15.16,302
N,O,306485.0,6593.0,9969336.89,9473477.6573,9845245.691504,12.49,256
N,O,327216.0,15513.0,23315277.21,22129242.7993,23014488.120522,30.6,603
N,O,472707.0,21853.0,33141720.84,31473480.1722,32727467.763209,42.78,847
N,O,477821.0,8274.0,12501713.98,11860627.4486,12352490.294108,17.27,320
N,O,538028.0,18921.0,28429735.8,27087682.3686,28261617.527055,37.04,761
N,O,1277957.0,21559.0,32321048.98,30696330.5077,31888791.707741,42.68,848
N,O,1338298.0,4900.0,7518567.98,7136402.1527,7413446.63784,10.15,200
N,O,1360382.0,12783.0,19368149.87,18374018.3367,19108349.219524,26.57,523
N,O,1594303.0,13445.0,19966189.03,18934689.0372,19739004.542585,26.97,536
N,O,40032.0,17665.0,26252161.69,24901914.4906,25831297.483276,35.52,696
N,O,797577.0,9270.0,14094633.8,13404156.4882,13922553.900863,17.56,361
N,O,927673.0,23451.0,35171907.08,33452189.508,34806734.192739,45.43,926
N,O,987634.0,14005.0,21166801.6,20123693.328,20941668.81497,26.69,547
N,O,1068692.0,18333.0,27337599.72,26014775.3087,27096321.017603,35.38,723
N,O,1200191.0,8169.0,12576034.71,11939481.1192,12408608.813027,15.71,307
N,O,1452799.0,8417.0,12583712.15,11931696.5941,12395493.718687,16.86,338
N,O,1626977.0,12779.0,18916352.48,17972699.9337,18694797.631571,24.57,511
N,O,2282111.0,9202.0,13748489.59,13066613.5227,13632538.60781,17.64,363
N,O,2436483.0,8787.0,13282006.02,12605142.0804,13101210.712672,17.63,345
N,O,620978.0,11091.0,16767324.72,15944738.3701,16570965.29898,21.88,453
N,O,699966.0,5651.0,8443132.9,8032465.0284,8347185.007917,10.69,223
